"","Period","Value","Type"
"5031",2019-05-18,23.296,"Exports_Cumulative_billion"
"18711",2019-05-18,23.113,"Imports_Cumulative_billion"
"5041",2019-05-19,23.518,"Exports_Cumulative_billion"
"1872",2019-05-19,23.157,"Imports_Cumulative_billion"
"5051",2019-05-20,23.665,"Exports_Cumulative_billion"
"1873",2019-05-20,23.354,"Imports_Cumulative_billion"
"5061",2019-05-21,23.824,"Exports_Cumulative_billion"
"1874",2019-05-21,23.573,"Imports_Cumulative_billion"
"5071",2019-05-22,24.044,"Exports_Cumulative_billion"
"1875",2019-05-22,23.958,"Imports_Cumulative_billion"
"5081",2019-05-23,24.223,"Exports_Cumulative_billion"
"1876",2019-05-23,24.184,"Imports_Cumulative_billion"
"5091",2019-05-24,24.493,"Exports_Cumulative_billion"
"1877",2019-05-24,24.352,"Imports_Cumulative_billion"
"5108",2019-05-25,24.611,"Exports_Cumulative_billion"
"1878",2019-05-25,24.38,"Imports_Cumulative_billion"
"5117",2019-05-26,24.805,"Exports_Cumulative_billion"
"1879",2019-05-26,24.417,"Imports_Cumulative_billion"
"5121",2019-05-27,25.002,"Exports_Cumulative_billion"
"1880",2019-05-27,24.771,"Imports_Cumulative_billion"
"5131",2019-05-28,25.253,"Exports_Cumulative_billion"
"18811",2019-05-28,24.947,"Imports_Cumulative_billion"
"5141",2019-05-29,25.45,"Exports_Cumulative_billion"
"1882",2019-05-29,25.138,"Imports_Cumulative_billion"
"5151",2019-05-30,25.59,"Exports_Cumulative_billion"
"1883",2019-05-30,25.368,"Imports_Cumulative_billion"
"52",2019-05-31,468,"Weekly_Mean_Rent_Price"
"521",2019-05-31,450,"Weekly_Median_Rent_Price"
"1710",2019-05-31,1506,"RPI_Flow"
"623",2019-05-31,1461,"RPI_Stock"
"1713",2019-05-31,1014,"FPI_Food"
"625",2019-05-31,889,"FPI_Fruit_and_vegetables"
"1072",2019-05-31,1023,"FPI_Meat_poultry_and_fish"
"1522",2019-05-31,1024,"FPI_Grocery_food"
"1971",2019-05-31,1034,"FPI_Non-alcoholic_beverages"
"2421",2019-05-31,1060,"FPI_Restaurant_meals_and_ready-to-eat_food"
"5161",2019-05-31,25.876,"Exports_Cumulative_billion"
"1884",2019-05-31,25.544,"Imports_Cumulative_billion"
"18812",2019-05-31,1.3871,"NZAC_Total_Annual_change"
"4002",2019-05-31,3.8853,"NZAC_Annual_change_Card_transaction_spend"
"6192",2019-05-31,-2.031,"NZAC_Annual_change_Electricity_grid_demand"
"8332",2019-05-31,51.9013,"NZAC_Annual_change_Manufacturing_index"
"10381",2019-05-31,2.7733,"NZAC_Annual_change_New_jobs_posted_online"
"12561",2019-05-31,1.8865,"NZAC_Annual_change_Traffic_index_(heavy)"
"14731",2019-05-31,2.2316,"NZAC_Annual_change_Traffic_index_(light)"
"5171",2019-06-01,25.99,"Exports_Cumulative_billion"
"1885",2019-06-01,25.654,"Imports_Cumulative_billion"
"5181",2019-06-02,26.13,"Exports_Cumulative_billion"
"1886",2019-06-02,25.69,"Imports_Cumulative_billion"
"5191",2019-06-03,26.256,"Exports_Cumulative_billion"
"1887",2019-06-03,25.738,"Imports_Cumulative_billion"
"5201",2019-06-04,26.435,"Exports_Cumulative_billion"
"1888",2019-06-04,25.991,"Imports_Cumulative_billion"
"5217",2019-06-05,26.629,"Exports_Cumulative_billion"
"1889",2019-06-05,26.209,"Imports_Cumulative_billion"
"5221",2019-06-06,26.767,"Exports_Cumulative_billion"
"1890",2019-06-06,26.462,"Imports_Cumulative_billion"
"5231",2019-06-07,27.002,"Exports_Cumulative_billion"
"18911",2019-06-07,26.679,"Imports_Cumulative_billion"
"5241",2019-06-08,27.09,"Exports_Cumulative_billion"
"1892",2019-06-08,26.705,"Imports_Cumulative_billion"
"5251",2019-06-09,27.26,"Exports_Cumulative_billion"
"1893",2019-06-09,26.74,"Imports_Cumulative_billion"
"5261",2019-06-10,27.419,"Exports_Cumulative_billion"
"1894",2019-06-10,26.935,"Imports_Cumulative_billion"
"5271",2019-06-11,27.643,"Exports_Cumulative_billion"
"1895",2019-06-11,27.176,"Imports_Cumulative_billion"
"5281",2019-06-12,27.85,"Exports_Cumulative_billion"
"1896",2019-06-12,27.384,"Imports_Cumulative_billion"
"5291",2019-06-13,27.984,"Exports_Cumulative_billion"
"1897",2019-06-13,27.574,"Imports_Cumulative_billion"
"5301",2019-06-14,28.177,"Exports_Cumulative_billion"
"1898",2019-06-14,27.807,"Imports_Cumulative_billion"
"5317",2019-06-15,28.364,"Exports_Cumulative_billion"
"1899",2019-06-15,27.835,"Imports_Cumulative_billion"
"5321",2019-06-16,28.514,"Exports_Cumulative_billion"
"1900",2019-06-16,27.871,"Imports_Cumulative_billion"
"5331",2019-06-17,28.654,"Exports_Cumulative_billion"
"19011",2019-06-17,28.072,"Imports_Cumulative_billion"
"5341",2019-06-18,28.838,"Exports_Cumulative_billion"
"1902",2019-06-18,28.296,"Imports_Cumulative_billion"
"5351",2019-06-19,28.982,"Exports_Cumulative_billion"
"1903",2019-06-19,28.478,"Imports_Cumulative_billion"
"5361",2019-06-20,29.141,"Exports_Cumulative_billion"
"1904",2019-06-20,28.73,"Imports_Cumulative_billion"
"5371",2019-06-21,29.344,"Exports_Cumulative_billion"
"1905",2019-06-21,28.958,"Imports_Cumulative_billion"
"5381",2019-06-22,29.504,"Exports_Cumulative_billion"
"1906",2019-06-22,28.987,"Imports_Cumulative_billion"
"5391",2019-06-23,29.667,"Exports_Cumulative_billion"
"1907",2019-06-23,29.027,"Imports_Cumulative_billion"
"5401",2019-06-24,29.868,"Exports_Cumulative_billion"
"1908",2019-06-24,29.288,"Imports_Cumulative_billion"
"5417",2019-06-25,30.026,"Exports_Cumulative_billion"
"1909",2019-06-25,29.492,"Imports_Cumulative_billion"
"5421",2019-06-26,30.193,"Exports_Cumulative_billion"
"19101",2019-06-26,29.654,"Imports_Cumulative_billion"
"5431",2019-06-27,30.351,"Exports_Cumulative_billion"
"19111",2019-06-27,29.885,"Imports_Cumulative_billion"
"5441",2019-06-28,30.552,"Exports_Cumulative_billion"
"19121",2019-06-28,30.114,"Imports_Cumulative_billion"
"5451",2019-06-29,30.661,"Exports_Cumulative_billion"
"19131",2019-06-29,30.142,"Imports_Cumulative_billion"
"53",2019-06-30,475,"Weekly_Mean_Rent_Price"
"531",2019-06-30,450,"Weekly_Median_Rent_Price"
"1810",2019-06-30,1504,"RPI_Flow"
"633",2019-06-30,1465,"RPI_Stock"
"616",2019-06-30,1018,"CPI_Food"
"2111",2019-06-30,1093,"CPI_Alcoholic_beverages_and_tobacco"
"3613",2019-06-30,990,"CPI_Clothing_and_footwear"
"5113",2019-06-30,1060,"CPI_Housing_and_household_utilities"
"664",2019-06-30,1016,"CPI_Household_contents_and_services"
"813",2019-06-30,1021,"CPI_Health"
"961",2019-06-30,1023,"CPI_Transport"
"1112",2019-06-30,922,"CPI_Communication"
"1261",2019-06-30,1012,"CPI_Recreation_and_culture"
"1412",2019-06-30,963,"CPI_Education"
"1561",2019-06-30,1058,"CPI_Miscellaneous_goods_and_services"
"1712",2019-06-30,1032,"CPI_All_groups"
"1812",2019-06-30,1007,"FPI_Food"
"635",2019-06-30,870,"FPI_Fruit_and_vegetables"
"1082",2019-06-30,1022,"FPI_Meat_poultry_and_fish"
"1532",2019-06-30,1017,"FPI_Grocery_food"
"1981",2019-06-30,1017,"FPI_Non-alcoholic_beverages"
"2431",2019-06-30,1065,"FPI_Restaurant_meals_and_ready-to-eat_food"
"620",2019-06-30,1063,"HPI_All_households"
"2114",2019-06-30,1082,"HPI_Beneficiary"
"3615",2019-06-30,1074,"HPI_Expenditure_quintile_lowest"
"5115",2019-06-30,1053,"HPI_Expenditure_quintile_highest"
"666",2019-06-30,1071,"HPI_Maori"
"817",2019-06-30,1067,"HPI_Superannuitant"
"627",2019-06-30,1583,"CEP_All_Groups"
"628",2019-06-30,1154,"PPI_Inputs"
"629",2019-06-30,1166,"PPI_Outputs"
"1073",2019-06-30,1193,"LCI_All_Sectors"
"1343",2019-06-30,4.1,"Unemployment_Rate"
"2761",2019-06-30,67.7,"Employment_Rate"
"1223",2019-06-30,1252.63,"Weekly_Earnings"
"5461",2019-06-30,30.839,"Exports_Cumulative_billion"
"19141",2019-06-30,30.177,"Imports_Cumulative_billion"
"19012",2019-06-30,1.0228,"NZAC_Total_Annual_change"
"4062",2019-06-30,1.5258,"NZAC_Annual_change_Card_transaction_spend"
"6232",2019-06-30,-1.8989,"NZAC_Annual_change_Electricity_grid_demand"
"8371",2019-06-30,50.8305,"NZAC_Annual_change_Manufacturing_index"
"10412",2019-06-30,6.1603,"NZAC_Annual_change_New_jobs_posted_online"
"12571",2019-06-30,-2.4229,"NZAC_Annual_change_Traffic_index_(heavy)"
"14741",2019-06-30,-0.5592,"NZAC_Annual_change_Traffic_index_(light)"
"5471",2019-07-01,30.959,"Exports_Cumulative_billion"
"1915",2019-07-01,30.491,"Imports_Cumulative_billion"
"5481",2019-07-02,31.224,"Exports_Cumulative_billion"
"1916",2019-07-02,30.733,"Imports_Cumulative_billion"
"5491",2019-07-03,31.406,"Exports_Cumulative_billion"
"1917",2019-07-03,30.98,"Imports_Cumulative_billion"
"5501",2019-07-04,31.499,"Exports_Cumulative_billion"
"1918",2019-07-04,31.201,"Imports_Cumulative_billion"
"5517",2019-07-05,31.628,"Exports_Cumulative_billion"
"1919",2019-07-05,31.405,"Imports_Cumulative_billion"
"5521",2019-07-06,31.744,"Exports_Cumulative_billion"
"1920",2019-07-06,31.438,"Imports_Cumulative_billion"
"5531",2019-07-07,31.869,"Exports_Cumulative_billion"
"19211",2019-07-07,31.487,"Imports_Cumulative_billion"
"5541",2019-07-08,31.992,"Exports_Cumulative_billion"
"1922",2019-07-08,31.699,"Imports_Cumulative_billion"
"5551",2019-07-09,32.105,"Exports_Cumulative_billion"
"1923",2019-07-09,31.893,"Imports_Cumulative_billion"
"5561",2019-07-10,32.387,"Exports_Cumulative_billion"
"1924",2019-07-10,32.115,"Imports_Cumulative_billion"
"5571",2019-07-11,32.501,"Exports_Cumulative_billion"
"1925",2019-07-11,32.326,"Imports_Cumulative_billion"
"5581",2019-07-12,32.646,"Exports_Cumulative_billion"
"1926",2019-07-12,32.647,"Imports_Cumulative_billion"
"5591",2019-07-13,32.739,"Exports_Cumulative_billion"
"1927",2019-07-13,32.679,"Imports_Cumulative_billion"
"5601",2019-07-14,32.842,"Exports_Cumulative_billion"
"1928",2019-07-14,32.731,"Imports_Cumulative_billion"
"5617",2019-07-15,33.005,"Exports_Cumulative_billion"
"1929",2019-07-15,32.954,"Imports_Cumulative_billion"
"5621",2019-07-16,33.141,"Exports_Cumulative_billion"
"1930",2019-07-16,33.175,"Imports_Cumulative_billion"
"5631",2019-07-17,33.372,"Exports_Cumulative_billion"
"19311",2019-07-17,33.366,"Imports_Cumulative_billion"
"5641",2019-07-18,33.531,"Exports_Cumulative_billion"
"1932",2019-07-18,33.623,"Imports_Cumulative_billion"
"5651",2019-07-19,33.727,"Exports_Cumulative_billion"
"1933",2019-07-19,33.792,"Imports_Cumulative_billion"
"5661",2019-07-20,33.931,"Exports_Cumulative_billion"
"1934",2019-07-20,33.829,"Imports_Cumulative_billion"
"5671",2019-07-21,34.091,"Exports_Cumulative_billion"
"1935",2019-07-21,33.869,"Imports_Cumulative_billion"
"5681",2019-07-22,34.236,"Exports_Cumulative_billion"
"1936",2019-07-22,34.073,"Imports_Cumulative_billion"
"5691",2019-07-23,34.289,"Exports_Cumulative_billion"
"1937",2019-07-23,34.345,"Imports_Cumulative_billion"
"5701",2019-07-24,34.635,"Exports_Cumulative_billion"
"1938",2019-07-24,34.687,"Imports_Cumulative_billion"
"5717",2019-07-25,34.733,"Exports_Cumulative_billion"
"1939",2019-07-25,34.892,"Imports_Cumulative_billion"
"5721",2019-07-26,34.918,"Exports_Cumulative_billion"
"1940",2019-07-26,35.171,"Imports_Cumulative_billion"
"5731",2019-07-27,35.022,"Exports_Cumulative_billion"
"19411",2019-07-27,35.22,"Imports_Cumulative_billion"
"5741",2019-07-28,35.153,"Exports_Cumulative_billion"
"1942",2019-07-28,35.26,"Imports_Cumulative_billion"
"5751",2019-07-29,35.235,"Exports_Cumulative_billion"
"1943",2019-07-29,35.441,"Imports_Cumulative_billion"
"5761",2019-07-30,35.418,"Exports_Cumulative_billion"
"1944",2019-07-30,35.637,"Imports_Cumulative_billion"
"54",2019-07-31,471,"Weekly_Mean_Rent_Price"
"541",2019-07-31,450,"Weekly_Median_Rent_Price"
"1910",2019-07-31,1493,"RPI_Flow"
"643",2019-07-31,1469,"RPI_Stock"
"1912",2019-07-31,1018,"FPI_Food"
"645",2019-07-31,886,"FPI_Fruit_and_vegetables"
"1092",2019-07-31,1049,"FPI_Meat_poultry_and_fish"
"1542",2019-07-31,1023,"FPI_Grocery_food"
"1991",2019-07-31,1032,"FPI_Non-alcoholic_beverages"
"2441",2019-07-31,1065,"FPI_Restaurant_meals_and_ready-to-eat_food"
"5771",2019-07-31,35.76,"Exports_Cumulative_billion"
"1945",2019-07-31,35.83,"Imports_Cumulative_billion"
"19112",2019-07-31,0.8935,"NZAC_Total_Annual_change"
"4022",2019-07-31,3.1484,"NZAC_Annual_change_Card_transaction_spend"
"6242",2019-07-31,-1.038,"NZAC_Annual_change_Electricity_grid_demand"
"8432",2019-07-31,48.2025,"NZAC_Annual_change_Manufacturing_index"
"10401",2019-07-31,-0.2095,"NZAC_Annual_change_New_jobs_posted_online"
"12591",2019-07-31,-0.0874,"NZAC_Annual_change_Traffic_index_(heavy)"
"14761",2019-07-31,-0.3866,"NZAC_Annual_change_Traffic_index_(light)"
"5781",2019-08-01,35.892,"Exports_Cumulative_billion"
"1946",2019-08-01,36.177,"Imports_Cumulative_billion"
"5791",2019-08-02,36.029,"Exports_Cumulative_billion"
"1947",2019-08-02,36.427,"Imports_Cumulative_billion"
"5801",2019-08-03,36.138,"Exports_Cumulative_billion"
"1948",2019-08-03,36.46,"Imports_Cumulative_billion"
"5817",2019-08-04,36.242,"Exports_Cumulative_billion"
"1949",2019-08-04,36.502,"Imports_Cumulative_billion"
"5821",2019-08-05,36.355,"Exports_Cumulative_billion"
"1950",2019-08-05,36.727,"Imports_Cumulative_billion"
"5831",2019-08-06,36.486,"Exports_Cumulative_billion"
"19511",2019-08-06,36.962,"Imports_Cumulative_billion"
"5841",2019-08-07,36.646,"Exports_Cumulative_billion"
"1952",2019-08-07,37.176,"Imports_Cumulative_billion"
"5851",2019-08-08,36.742,"Exports_Cumulative_billion"
"1953",2019-08-08,37.399,"Imports_Cumulative_billion"
"5861",2019-08-09,36.921,"Exports_Cumulative_billion"
"1954",2019-08-09,37.62,"Imports_Cumulative_billion"
"5871",2019-08-10,37.017,"Exports_Cumulative_billion"
"1955",2019-08-10,37.657,"Imports_Cumulative_billion"
"5881",2019-08-11,37.131,"Exports_Cumulative_billion"
"1956",2019-08-11,37.696,"Imports_Cumulative_billion"
"5891",2019-08-12,37.261,"Exports_Cumulative_billion"
"1957",2019-08-12,37.98,"Imports_Cumulative_billion"
"5901",2019-08-13,37.422,"Exports_Cumulative_billion"
"1958",2019-08-13,38.2,"Imports_Cumulative_billion"
"5917",2019-08-14,37.585,"Exports_Cumulative_billion"
"1959",2019-08-14,38.42,"Imports_Cumulative_billion"
"5921",2019-08-15,37.706,"Exports_Cumulative_billion"
"1960",2019-08-15,38.666,"Imports_Cumulative_billion"
"5931",2019-08-16,37.87,"Exports_Cumulative_billion"
"19611",2019-08-16,38.923,"Imports_Cumulative_billion"
"5941",2019-08-17,37.949,"Exports_Cumulative_billion"
"1962",2019-08-17,38.955,"Imports_Cumulative_billion"
"5951",2019-08-18,38.073,"Exports_Cumulative_billion"
"1963",2019-08-18,38.998,"Imports_Cumulative_billion"
"5961",2019-08-19,38.199,"Exports_Cumulative_billion"
"1964",2019-08-19,39.239,"Imports_Cumulative_billion"
"5971",2019-08-20,38.313,"Exports_Cumulative_billion"
"1965",2019-08-20,39.457,"Imports_Cumulative_billion"
"5981",2019-08-21,38.482,"Exports_Cumulative_billion"
"1966",2019-08-21,39.757,"Imports_Cumulative_billion"
"5991",2019-08-22,38.581,"Exports_Cumulative_billion"
"1967",2019-08-22,40.015,"Imports_Cumulative_billion"
"6001",2019-08-23,38.774,"Exports_Cumulative_billion"
"1968",2019-08-23,40.328,"Imports_Cumulative_billion"
"6017",2019-08-24,38.864,"Exports_Cumulative_billion"
"1969",2019-08-24,40.359,"Imports_Cumulative_billion"
"6021",2019-08-25,38.974,"Exports_Cumulative_billion"
"1970",2019-08-25,40.401,"Imports_Cumulative_billion"
"6031",2019-08-26,39.067,"Exports_Cumulative_billion"
"19711",2019-08-26,40.658,"Imports_Cumulative_billion"
"6041",2019-08-27,39.226,"Exports_Cumulative_billion"
"1972",2019-08-27,40.861,"Imports_Cumulative_billion"
"6051",2019-08-28,39.398,"Exports_Cumulative_billion"
"1973",2019-08-28,41.05,"Imports_Cumulative_billion"
"6061",2019-08-29,39.492,"Exports_Cumulative_billion"
"1974",2019-08-29,41.323,"Imports_Cumulative_billion"
"6071",2019-08-30,39.684,"Exports_Cumulative_billion"
"1975",2019-08-30,41.503,"Imports_Cumulative_billion"
"55",2019-08-31,474,"Weekly_Mean_Rent_Price"
"551",2019-08-31,450,"Weekly_Median_Rent_Price"
"2010",2019-08-31,1504,"RPI_Flow"
"653",2019-08-31,1473,"RPI_Stock"
"2012",2019-08-31,1025,"FPI_Food"
"655",2019-08-31,912,"FPI_Fruit_and_vegetables"
"1104",2019-08-31,1059,"FPI_Meat_poultry_and_fish"
"1552",2019-08-31,1027,"FPI_Grocery_food"
"2001",2019-08-31,1035,"FPI_Non-alcoholic_beverages"
"2451",2019-08-31,1067,"FPI_Restaurant_meals_and_ready-to-eat_food"
"6081",2019-08-31,39.823,"Exports_Cumulative_billion"
"1976",2019-08-31,41.534,"Imports_Cumulative_billion"
"19312",2019-08-31,1.2424,"NZAC_Total_Annual_change"
"4072",2019-08-31,3.2328,"NZAC_Annual_change_Card_transaction_spend"
"6222",2019-08-31,2.4208,"NZAC_Annual_change_Electricity_grid_demand"
"8442",2019-08-31,48.8593,"NZAC_Annual_change_Manufacturing_index"
"10432",2019-08-31,1.6202,"NZAC_Annual_change_New_jobs_posted_online"
"12612",2019-08-31,-3.109,"NZAC_Annual_change_Traffic_index_(heavy)"
"14751",2019-08-31,0.5194,"NZAC_Annual_change_Traffic_index_(light)"
"6091",2019-09-01,39.999,"Exports_Cumulative_billion"
"1977",2019-09-01,41.639,"Imports_Cumulative_billion"
"6101",2019-09-02,40.129,"Exports_Cumulative_billion"
"1978",2019-09-02,41.875,"Imports_Cumulative_billion"
"6113",2019-09-03,40.208,"Exports_Cumulative_billion"
"1979",2019-09-03,42.148,"Imports_Cumulative_billion"
"6121",2019-09-04,40.324,"Exports_Cumulative_billion"
"1980",2019-09-04,42.378,"Imports_Cumulative_billion"
"6131",2019-09-05,40.484,"Exports_Cumulative_billion"
"19811",2019-09-05,42.611,"Imports_Cumulative_billion"
"6141",2019-09-06,40.608,"Exports_Cumulative_billion"
"1982",2019-09-06,42.81,"Imports_Cumulative_billion"
"6151",2019-09-07,40.715,"Exports_Cumulative_billion"
"1983",2019-09-07,42.837,"Imports_Cumulative_billion"
"6161",2019-09-08,40.859,"Exports_Cumulative_billion"
"1984",2019-09-08,42.877,"Imports_Cumulative_billion"
"6171",2019-09-09,41.043,"Exports_Cumulative_billion"
"1985",2019-09-09,43.12,"Imports_Cumulative_billion"
"6181",2019-09-10,41.215,"Exports_Cumulative_billion"
"1986",2019-09-10,43.36,"Imports_Cumulative_billion"
"6191",2019-09-11,41.394,"Exports_Cumulative_billion"
"1987",2019-09-11,43.594,"Imports_Cumulative_billion"
"6201",2019-09-12,41.499,"Exports_Cumulative_billion"
"1988",2019-09-12,43.868,"Imports_Cumulative_billion"
"6211",2019-09-13,41.665,"Exports_Cumulative_billion"
"1989",2019-09-13,44.134,"Imports_Cumulative_billion"
"6221",2019-09-14,41.746,"Exports_Cumulative_billion"
"1990",2019-09-14,44.166,"Imports_Cumulative_billion"
"6231",2019-09-15,41.855,"Exports_Cumulative_billion"
"19911",2019-09-15,44.206,"Imports_Cumulative_billion"
"6241",2019-09-16,41.969,"Exports_Cumulative_billion"
"1992",2019-09-16,44.466,"Imports_Cumulative_billion"
"6251",2019-09-17,42.212,"Exports_Cumulative_billion"
"1993",2019-09-17,44.716,"Imports_Cumulative_billion"
"6261",2019-09-18,42.328,"Exports_Cumulative_billion"
"1994",2019-09-18,45.016,"Imports_Cumulative_billion"
"6271",2019-09-19,42.474,"Exports_Cumulative_billion"
"1995",2019-09-19,45.234,"Imports_Cumulative_billion"
"6281",2019-09-20,42.675,"Exports_Cumulative_billion"
"1996",2019-09-20,45.453,"Imports_Cumulative_billion"
"6291",2019-09-21,42.765,"Exports_Cumulative_billion"
"1997",2019-09-21,45.49,"Imports_Cumulative_billion"
"630",2019-09-22,42.903,"Exports_Cumulative_billion"
"1998",2019-09-22,45.546,"Imports_Cumulative_billion"
"6311",2019-09-23,43.128,"Exports_Cumulative_billion"
"1999",2019-09-23,45.769,"Imports_Cumulative_billion"
"6321",2019-09-24,43.243,"Exports_Cumulative_billion"
"2000",2019-09-24,46.112,"Imports_Cumulative_billion"
"6331",2019-09-25,43.366,"Exports_Cumulative_billion"
"20011",2019-09-25,46.471,"Imports_Cumulative_billion"
"6341",2019-09-26,43.495,"Exports_Cumulative_billion"
"2002",2019-09-26,46.734,"Imports_Cumulative_billion"
"6351",2019-09-27,43.626,"Exports_Cumulative_billion"
"2003",2019-09-27,46.957,"Imports_Cumulative_billion"
"6361",2019-09-28,43.78,"Exports_Cumulative_billion"
"2004",2019-09-28,46.982,"Imports_Cumulative_billion"
"637",2019-09-29,43.903,"Exports_Cumulative_billion"
"2005",2019-09-29,47.017,"Imports_Cumulative_billion"
"56",2019-09-30,475,"Weekly_Mean_Rent_Price"
"561",2019-09-30,450,"Weekly_Median_Rent_Price"
"2110",2019-09-30,1508,"RPI_Flow"
"663",2019-09-30,1475,"RPI_Stock"
"714",2019-09-30,1031,"CPI_Food"
"2211",2019-09-30,1095,"CPI_Alcoholic_beverages_and_tobacco"
"3713",2019-09-30,984,"CPI_Clothing_and_footwear"
"5213",2019-09-30,1073,"CPI_Housing_and_household_utilities"
"674",2019-09-30,1015,"CPI_Household_contents_and_services"
"822",2019-09-30,1025,"CPI_Health"
"971",2019-09-30,1027,"CPI_Transport"
"1121",2019-09-30,912,"CPI_Communication"
"1271",2019-09-30,1019,"CPI_Recreation_and_culture"
"1421",2019-09-30,970,"CPI_Education"
"1571",2019-09-30,1062,"CPI_Miscellaneous_goods_and_services"
"1721",2019-09-30,1039,"CPI_All_groups"
"2112",2019-09-30,1025,"FPI_Food"
"665",2019-09-30,895,"FPI_Fruit_and_vegetables"
"1114",2019-09-30,1051,"FPI_Meat_poultry_and_fish"
"1562",2019-09-30,1032,"FPI_Grocery_food"
"2013",2019-09-30,1047,"FPI_Non-alcoholic_beverages"
"2461",2019-09-30,1071,"FPI_Restaurant_meals_and_ready-to-eat_food"
"718",2019-09-30,1070,"HPI_All_households"
"2214",2019-09-30,1089,"HPI_Beneficiary"
"3715",2019-09-30,1085,"HPI_Expenditure_quintile_lowest"
"5215",2019-09-30,1057,"HPI_Expenditure_quintile_highest"
"676",2019-09-30,1077,"HPI_Maori"
